,text,label,group,IF,TRAK
232,i am watching the hulu fyre doc and i am jarule is a true nigger coon,1,African,0.06580869,1e-07
233,if i have to shoot through a crowd to defend myself from a nigger faggot i will not be glad with the carnage but i will be glad i have defended my life,1,African,0.21608916,9.9e-06
234,when you declare a nigger to be america dad you declare a rapist to be america dad,1,African,0.041911796,-2.48e-05
235,you have no sovereignty your foreign your a mudskin shitskin homosexual animal abuser who masterbates to the kardashian show go find a woman little man,1,African,0.12890753,-9.3e-06
236,yah fucken filthy niggar,1,African,0.09575462,5.36e-06
237,i ain ’ t even gone speak on it just know niggas ain ’ t who they claim to be on this social media shit,1,African,-0.36035085,3.4e-05
238,wtf who are we vote against please in form cause just spout crap i am not going fallow facts and truths are what i am all about not crazy conspconspercy craps doo doo or very racist shit yes i have said bad words nigger 🤗,1,African,0.2785337,8.05e-06
239,i did want to go to sleep eventually but the neighbors wanna blast ghetto music at five in the morning i hate niggers,1,African,0.21444434,4.2e-06
240,raping and murdering niggers recieve their reward from the honorable men of the town <number>,1,African,0.11363761,-1.59e-05
241,i have no problem with poetry spoken rhythmically set to music it low level ghetto scum culturally appropriating the long standing european tradition that annoys me,1,African,0.10577663,-1.35e-05
242,the ussa illegalized local tribal white justice for two reasons <number> the kk suppressed nigger savagery making the yankee left look bad <number> but travelers will be mistreated the solution to <number> is killing the tribe of benjamin not erasing local justice for all israel abraham sojourned meekly,1,African,0.12585822,1.1e-06
243,im a pagan so fuck the bible the founding fathers would be pissed to see a nigger in office and melting pot of european culture not 3 rd world parasites any other,1,African,0.19280222,1.07e-05
244,number of articles written about how trump supporters were behind rising antisemitism in america <number> <number> number of journalists that apologized to trump trump supporters when the only suspects were an israeli kike and a new york nigger zero point zero,1,African,0.08604289,-7.7e-06
245,more whites need to understand this we have earned our power and prestige it is ours to keep we must never relinquish it to niggers arabs or any other non white,1,African,0.07640557,-2.4e-06
246,we are going to kill jews unequivocally and force them breed with niggers and sand niggers and spics,1,African,0.059847705,7.15e-06
247,keep that nigger love up faggot you are at half your projected income try banning some more content fuck boy,1,African,0.14406961,7.5e-06
248,old and busted we beat the soviets to the moon because our german scientists were better than their german scientists new hotness we beat the soviets to the moon because our obese negresses were sassier than their obese negresses,1,African,0.08480345,-5e-07
249,i have a racist harley every time i crank it it says run nigger nigger nigger old but good,1,African,0.24649645,1.25e-06
250,damn i wish it was that easy new laundry detergent it will turn a nigger into an asian in <number> seconds flat,1,African,0.23117366,-1.127e-05
251,jesus christ i literally hacked this shit account and twitter does nothing fucking dumb nigger shit,1,African,0.28129512,2.944e-05
252,skinny nigger in africa vs fat nigger in chicago that the best i can do which equates to spoiled nigger in america i guess,1,African,0.2603765,9.83e-06
253,it ghetto talk though it basically meant degenerate stereotypical trashy woman,1,African,0.13246825,-1.574e-05
254,blacksketball is now owned by black rules first they put in the dunk then they stopped calling walking palming the ball carrying the ball and now the college refs are also calling ghetto playground basketball we need a new basketball league where white people again make the rules,1,African,-0.0322963,5.07e-06
255,<user> <user> <user> i d kill all the niggers aii lmao good luck with that,1,African,0.23723479,2.43e-05
256,i bet this negroid is in ghetto hell wishing he was alive to see all the publicity he finally getting now that he dead goodriddancefool,1,African,0.28290772,-7.57e-06
257,ya can take them out of the ghetto but,1,African,-0.5032428,1.6e-06
258,yeah but he held off calling him a nigger,1,African,0.0777742,1.127e-05
259,he just pointing out that niggers are gonna nog you rastus are a stupid nigger thinking nazis like us are republicans 🖕 🏻 🖕 🏻 🖕 🏻 🖕 🏻 🙆 🏿 ‍ ♂️ <user>,1,African,0.23038355,-7e-07
260,black history month on <date> african american oj simpson brutally murdered mudshark nicole simpson and jew ronald goldman a black jury acquitted him and black america rejoiced,1,African,1.1181357,-8.3e-06
261,<user> fucking kyke how is djt ruining the us when he is waiting for the lame duck negro who accomplished zero to go back to the ghetto,1,African,0.27237913,-2.646e-05
262,all the blacks in the picture are not indigenous these are migrants from northern countries drawn by promise of the wealth created by the boer the only blacks who were there originally were tiny numbers of hottentot bushmen so much for the motherland not yours pal,1,African,-0.45119387,3e-07
263,this is what happens when niggers gain power there is not one street one neighborhood one city one state or one country that is better off once the nigger infects it,1,African,0.1197883,-9.2e-06
264,<user> zz boring tweet 😴 😴 😴 you wish to be my rap ass ghetto ass 🎤 🎤 🎤 🎤,1,African,-0.86339545,-4.935e-05
265,if my son or daughter ever turned out to be a pedophile an antifa or a gun grabber i would disown them instantly i do not ever want a wannabe kike or nigger for a son or daughter ever,1,African,0.24284135,-7.15e-06
266,i am sure katy is packing up her bags and renting that new chic apartment in downtown aleppo no barriers means she can finally embrace her peaceful muslim brothers right in their back yard good luck to you katy enjoy that new box cutter necklace,0,Islam,0.64662313,-6.01e-05
267,<user> i wll bet in that <number> percent names in that list would be muslims,0,Islam,0.78208673,4.13e-05
268,fake muslim victimhood aka taquiyya aka lies azhar hussain sends himself fake threat emails arrested yasmin seweid false subway attack story arrested muslim woman self inflicted slash outside trinity church ny muslim woman false hijab attack in la noor ramjanally fake kidnapping claim,0,Islam,0.068461284,-2.825e-05
269,<user> my muslim ass isn ’ t even allowed to use mosques as aesthetics 😔 ✋ 🏻,0,Islam,0.82988524,-2.74e-06
270,black rapper should sing to sadiq khan about all his very young brothers being stabbed to death by his muslim brothers,0,Islam,0.09630806,-3.827e-05
271,a muslim was asking me about american sex stores he became more appalled as i continued my description of their wares until i told him about their blow up dolls then he was suddenly very interested and excited,0,Islam,0.2282663,-2.72e-05
272,i wish i cant get on twitter anymore they banned me for fighting with a muslim who threatened me potus he needs to end twitter,0,Islam,0.7459874,0.000102
273,<user> <user> given muslims in ireland go back about <number> years i wont worry,0,Islam,0.4924568,4.22e-05
274,<number> taxi drivers sentenced and <number> more suspended in newcastle for raping and grooming children why is not this headline news bbc i will tell you it is because they are all pakistani heritage muslims who single out white children to groom and rape ignored by our liberal elite,0,Islam,-1.4652607,6.87e-05
275,<user> arent u muslim clown,0,Islam,0.68423766,4.494e-05
276,imagine a muslim coming up to some bystanding cops and say thank you for serving can i get a picture with your index finger pointed up,0,Islam,0.08144291,3.964e-05
277,<user> <user> it should not be about muslim hindu and all he is a citizen of ths country just like all of us,0,Islam,0.5419068,-3.58e-05
278,<user> in what way is trump white nationlist and by the way how come you dont condemn the muslim brotherhood,0,Islam,-0.3140942,-8.833e-05
279,<user> what are your thoughts about one world religion it seems to me that catholic church embraces islam,0,Islam,0.5481633,-2.72e-05
